"Resource Type","Item Code","Item Group","Item Desc","Unit","Inactive","Tax Rate","Lead Period","Status",
"Material","PM0298","Plumbing Material","4""x 3 Nahani trap","Nos",false,18.0,14.0,"Approved",
"Material","PM0170","Plumbing Material","6"" Pvc Pipe","NOS",false,18.0,14.0,"Approved",
"Material","PM0163","Plumbing Material","3"" Pvc Pipe (10ft)","NOS",false,18.0,14.0,"Approved",
"Material","PM0385","Plumbing Material","1"" U CLAMP","NOS",false,18.0,5.0,"Approved",
"Material","PM0599","Plumbing Material","160MM END CAP","NOS",false,18.0,14.0,"Approved",
"Material","PM0602","Plumbing Material","3/4"" FLEXIBLE PIPE","MTR",false,18.0,14.0,"Approved",
"Material","PM0603","Plumbing Material","4"" 3"" upvc tee","Nos",false,18.0,14.0,"Approved",
"Material","PM0258","Plumbing Material","Curring Pipe 20mm 30 Mtr","NOS",false,0.0,14.0,"Approved",
"Material","PM0465","Plumbing Material","3"" MTA","NOS",false,18.0,14.0,"Approved",
"Material","PM0314","Plumbing Material","1.1/4 Upvc Brass M.A.B.T","Nos",false,0.0,14.0,"Approved",
"Material","PM0162","Plumbing Material","4"" DS Pipe 6'","NOS",false,18.0,14.0,"Approved",
"Material","PM0319","Plumbing Material","6"" Z PATTI (12 HOLE)","Nos",false,18.0,5.0,"Approved",
"Material","PM0312","Plumbing Material","3"" upvc ""Y""","Nos",false,0.0,14.0,"Approved",
"Material","PM0098","Plumbing Material","Suction Pipe 32mm (1.25 inch)","NOS",false,0.0,14.0,"Approved",
"Material","PM0059","Plumbing Material","160mm Grey Pvc Pipe 6kg","NOS",false,0.0,14.0,"Approved",
"Material","PM0025","Plumbing Material","6"" Bracket G Rubber Clamp","NOS",false,0.0,14.0,"Approved",
"Material","PM0655","Plumbing Material","2"" ELBOW UPVC","NOS",false,18.0,14.0,"Approved",
"Material","PM0656","Plumbing Material","UPVC 2"" FABT","NOS",false,18.0,14.0,"Approved",
"Material","PM0658","Plumbing Material","AGRI 75MM MTA (6KG)","NOS",false,18.0,14.0,"Approved",
"Material","PM0660","Plumbing Material","UPVC 1.1/2"" COUPLER","NOS",false,18.0,14.0,"Approved",
"Material","PM0661","Plumbing Material","GI NIPPLE 2"" X 6""","NOS",false,18.0,14.0,"Approved",
"Material","PM0662","Plumbing Material","160X6 KG AGRI PIPE (3mtr)","NOS",false,18.0,14.0,"Approved",
"Material","PM0070","Plumbing Material","4"" Pvc Coated U Bolt","NOS",false,0.0,5.0,"Approved",
"Material","PM0181","Plumbing Material","6"" U clamp","NOS",false,18.0,5.0,"Approved",
"Material","PM0318","Plumbing Material","4"" Z PATTI (3 HOLE)","Nos",false,0.0,5.0,"Approved",
"Material","PM0128","Plumbing Material","3/4"" Cpvc Cross Over","NOS",false,18.0,14.0,"Approved",
"Material","PM0317","Plumbing Material","4"" Z PATTI (9 HOLE)","Nos",false,18.0,5.0,"Approved",
"Material","PM0321","Plumbing Material","4"" Z PATTI (12 HOLE)","Nos",false,18.0,5.0,"Approved",
"Material","PM0333","Plumbing Material","1"" Upvc Coupling","Nos",false,18.0,14.0,"Approved",
"Material","PM0327","Plumbing Material","4"" Z PATTI (8 HOLE)","Nos",false,0.0,5.0,"Approved",
"Material","PM0476","Plumbing Material","1.1/2"" X 1.1/4"" Reducer","Nos",false,18.0,14.0,"Approved",
"Material","PM0401","Plumbing Material","1.5"" Nipple","Nos",false,18.0,5.0,"Approved",
"Material","PM0324","Plumbing Material","4"" Z PATTI (10 HOLE)","Nos",false,0.0,5.0,"Approved",
"Material","PM0328","Plumbing Material","2"" Bend","Nos",false,18.0,14.0,"Approved",
"Material","PM0323","Plumbing Material","5"" Z PATTI (10 HOLE)","Nos",false,18.0,5.0,"Approved",
"Material","PM0029","Plumbing Material","Abro Tap 25mm x 20 Mtr","NOS",false,0.0,14.0,"Approved",
"Material","PM0749","Plumbing Material","1"" X 1"" BRASS TEE","NOS",false,18.0,14.0,"Approved",
"Material","PM0474","Plumbing Material","3/4"" Elbow","Nos",false,0.0,14.0,"Approved",
"Material","PM0654","Plumbing Material","3 HP Pressure Pump","Nos",false,18.0,14.0,"Approved",
"Material","PM0182","Plumbing Material","2.5"" U clamp","NOS",false,0.0,5.0,"Approved",
"Material","PM0001","Plumbing Material","10'' Aldrop S.S.","NOS",false,0.0,14.0,"Approved",
"Material","PM0103","Plumbing Material","U Bolt 1/2"" (Coated)","NOS",false,0.0,5.0,"Approved",
"Material","PM0137","Plumbing Material","1/2"" Upvc Elbow","NOS",false,0.0,14.0,"Approved",
"Material","PM0663","Plumbing Material","GI U Clamp (With Nut & Washer)","Nos",false,18.0,5.0,"Approved",
"Material","PM0277","Plumbing Material","1/2"" upvc long butch","Nos",false,0.0,14.0,"Approved",
"Material","PM0062","Plumbing Material","2'' Upvc Sch-40 Piope 10ft","NOS",false,0.0,14.0,"Approved",
"Material","PM0664","Plumbing Material","237 ML SOLUTION AASTRAL - 705","NOS",false,18.0,14.0,"Approved",
"Material","PM0665","Plumbing Material","473ML PVC PRIMER","NOS",false,18.0,14.0,"Approved",
"Material","PM0667","Plumbing Material","GULLY TRAP 300 X 300","NOS",false,18.0,14.0,"Approved",
"Material","PM0666","Plumbing Material","TILE INSERT FLOOR TRAP 6 X 6 SS (steel)","Nos",false,18.0,14.0,"Approved",
"Material","PM0611","Plumbing Material","4"" GREEN PIPE (30 MTR)","BUNDLE",false,0.0,14.0,"Approved",
"Material","PM0669","Plumbing Material","1.1/2"" X 3/4"" UPVC RED TEE","NOS",false,18.0,14.0,"Approved",
"Material","PM0670","Plumbing Material","SPLIT CLAMP 2""","NOS",false,18.0,14.0,"Approved",
"Material","PM0673","Plumbing Material","C.P Extension Nipple","NOS",false,18.0,14.0,"Approved",
"Material","PM0671","Plumbing Material","100mm Dia GI Pipe C- Class","MTR",false,18.0,14.0,"Approved",
"Material","PM0033","Plumbing Material","Agri Pvc Pipe 160mm 10kg","NOS",false,0.0,14.0,"Approved",
"Material","PM0672","Plumbing Material","80mm Dia GI Pipe (C-Class)","MTR",false,18.0,14.0,"Approved",
"Material","PM0177","Plumbing Material","3""Z Patti","NOS",false,18.0,5.0,"Approved",
"Material","PM0674","Plumbing Material","3/4"" Balloon Clamp","NOS",false,18.0,14.0,"Approved",
"Material","PM0135","Plumbing Material","3/4""  Upvc Cross Over","NOS",false,0.0,14.0,"Approved",
"Material","PM0677","Plumbing Material","2"" Hanger Clamps","Nos",false,18.0,14.0,"Approved",
"Material","PM0678","Plumbing Material","1"" Hanger Clamps","Nos",false,18.0,14.0,"Approved",
"Material","PM0676","Plumbing Material","1.5""  Hanger Clamps","Nos",false,18.0,14.0,"Approved",
"Material","PM0679","Plumbing Material","1.25""  X 0.75"" UPVC Reducer","NOS",false,18.0,14.0,"Approved",
"Material","PM0610","Plumbing Material","6"" Hanging  Clamp.","Nos",false,18.0,14.0,"Approved",
"Material","PM0185","Plumbing Material","Upvc 3/4"" FABT","Nos",false,0.0,14.0,"Approved",
"Material","PM0684","Plumbing Material","Chilli clamp 1/2""","NOS",false,0.0,5.0,"Draft",
"Material","PM0032","Plumbing Material","Agree Pipe Cts 4''","NOS",false,0.0,14.0,"Approved",
"Material","PM0685","Plumbing Material","Patti clamp 1/2""","NOS",false,0.0,5.0,"Draft",
"Material","PM0027","Plumbing Material","6'' S.S. Stoper","NOS",false,0.0,14.0,"Approved",
"Material","PM0343","Plumbing Material","1.1/4""Upvc Coupling","Nos",false,18.0,14.0,"Approved",
"Material","PM0686","Plumbing Material","25mm tee","NOS",false,0.0,14.0,"Draft",
"Material","PM0681","Plumbing Material","SOCKET  3/4""","Nos",false,0.0,14.0,"Approved",
"Material","PM0682","Plumbing Material","RISER 110X50MM","NOS",false,0.0,14.0,"Draft",
"Material","PM0683","Plumbing Material","TESTING PLUG","NOS",false,0.0,14.0,"Draft",
"Material","PM0687","Plumbing Material","GULLY TRAP 200X160 MM","NOS",false,18.0,14.0,"Approved",
"Material","PM0688","Plumbing Material","10X60  ANCHOR BOLT (PIN)","PCS",false,0.0,5.0,"Draft",
"Material","PM0202","Plumbing Material","SWR 110MM BEND 45""","NOS",false,18.0,14.0,"Approved",
"Material","PM0169","Plumbing Material","4"" Pvc Pipe","NOS",false,0.0,14.0,"Approved",
"Material","PM0315","Plumbing Material","3/4"" Cpvc Elbow 45","Nos",false,18.0,14.0,"Approved",
"Material","PM0750","Plumbing Material","1"" NRV Valve","NOS",false,18.0,14.0,"Draft",
"Material","PM0823","Plumbing Material","1x1 Earthing chamber Solid cover","NOS",false,0.0,8.0,"Approved",
"Material","PM0781","Plumbing Material","4"" UPVC Tee (Sch-80)","NOS",false,0.0,14.0,"Approved",
"Material","PM0826","Plumbing Material","18"" pvc pipe","NOS",false,18.0,14.0,"Approved",
"Material","PM0111","Plumbing Material","U Claimp Gi Coated 1.1/4""","NOS",false,18.0,5.0,"Approved",
"Material","PM0100","Plumbing Material","U Bolt 1"" (Coated)","NOS",false,0.0,5.0,"Approved",
"Material","PM0828","Plumbing Material","2.1/2 X 1.1/2  TEE SCH 80","NOS",false,0.0,8.0,"Approved",
"Material","PM0827","Plumbing Material","Dalli chamber 300x300","NOS",false,0.0,8.0,"Approved",
"Material","PM0066","Plumbing Material","25mm Elbow 90 10kg","NOS",false,18.0,14.0,"Approved",
"Material","PM0829","Plumbing Material","3""/2""/ upvc  tee","NOS",false,0.0,6.0,"Approved",
"Material","PM0830","Plumbing Material","2""/1""    upvc tee","NOS",false,0.0,6.0,"Approved",
"Material","PM0835","Plumbing Material","25 MM GREY PVC PIPE","NOS",false,0.0,12.0,"Approved",
"Material","PM0831","Plumbing Material","3""  chilli clamp","NOS",false,0.0,6.0,"Approved",
"Material","PM0834","Plumbing Material","10"" ORANGE PIPE","NOS",false,18.0,14.0,"Approved",
"Material","PM0832","Plumbing Material","2""  chilli clamp","NOS",false,0.0,6.0,"Approved",
"Material","PM0833","Plumbing Material","1""  chilli clamp","NOS",false,0.0,6.0,"Approved",
"Material","PM0913","Plumbing Material","4"" RUBBER WASHER","NOS",false,18.0,7.0,"Approved",
"Material","PM0836","Plumbing Material","50 MM GREY PVC PIPE","NOS",false,0.0,12.0,"Draft",
"Material","PM0779","Plumbing Material","1/2""  u clamp cpvc","NOS",false,0.0,14.0,"Approved",
"Material","PM0839","Plumbing Material","40 X 25 MM GREY PVC BUSHING","NOS",false,0.0,12.0,"Approved",
"Material","PM0838","Plumbing Material","40MM GREY PVC 45"" BEND","NOS",false,0.0,12.0,"Approved",
"Material","PM0837","Plumbing Material","40MM GREY PVC ELBOW","NOS",false,0.0,12.0,"Approved",
"Material","PM0840","Plumbing Material","40MM GREY PVC ENDCAP","NOS",false,0.0,12.0,"Approved",
"Material","PM0778","Plumbing Material","1"" u clamp cpvc","NOS",false,0.0,14.0,"Approved",
"Material","PM0841","Plumbing Material","75MM GREY PVC DS PIPE ( 3 FT )","NOS",false,0.0,12.0,"Approved",
"Material","PM0845","Plumbing Material","10 mm nut and washer","KGS",false,18.0,5.0,"Approved",
"Material","PM0842","Plumbing Material","1.25"" UPVC M TEE","NOS",false,0.0,12.0,"Approved",
"Material","PM0770","Plumbing Material","2.1/2"" X 2""  UPVC   BUSHING  SCH-40","NOS",false,0.0,14.0,"Approved",
"Material","PM0575","Plumbing Material","75mm Grey Pipe","Nos",false,18.0,14.0,"Approved",
"Material","PM0843","Plumbing Material","40MM GREY PVC Y TEE","NOS",false,18.0,12.0,"Approved",
"Material","PM0747","Plumbing Material","50mm PVC Pipe","Nos",false,18.0,14.0,"Approved",
"Material","PM0914","Plumbing Material","4"" GI 45 Bend","NOS",false,18.0,7.0,"Approved",
"Material","PM0680","Plumbing Material","3"" X 3"" SS Jali","NOS",false,18.0,14.0,"Approved",
"Material","PM0915","Plumbing Material","2"" hanging clamp","NOS",false,18.0,6.0,"Approved",
"Material","PM0648","Plumbing Material","2.1/2"" X 3"" UPVC RED BUSHING","NOS",false,18.0,14.0,"Approved",
"Material","PM0777","Plumbing Material","1.1/4""  u clamp cpvc","NOS",false,0.0,14.0,"Approved",
"Material","PM0844","Plumbing Material","8"" dia grey pvc pipe","NOS",false,0.0,12.0,"Approved",
"Material","PM0060","Plumbing Material","2'' Ball Valve","NOS",false,18.0,14.0,"Approved",
"Material","PM0846","Plumbing Material","2"" 1/2"" busing","NOS",false,0.0,12.0,"Approved",
"Material","PM0847","Plumbing Material","M Tee 1.1/2""","NOS",false,0.0,12.0,"Approved",
"Material","PM0848","Plumbing Material","1"" M tee","NOS",false,0.0,12.0,"Approved",
"Material","PM0852","Plumbing Material","8"" X 6"" PVC Y","NOS",false,0.0,12.0,"Approved",
"Material","PM0849","Plumbing Material","2"" upvc flange","NOS",false,0.0,12.0,"Approved",
"Material","PM0916","Plumbing Material","1/1.2"" hanging clamp","NOS",false,18.0,7.0,"Approved",
"Material","PM0856","Plumbing Material","6"" PVC TEE","NOS",false,0.0,12.0,"Approved",
"Material","PM0850","Plumbing Material","1.1/2""  2"" busing","NOS",false,0.0,12.0,"Approved",
"Material","PM0853","Plumbing Material","8"" X 4"" PVC Y","NOS",false,0.0,12.0,"Approved",
"Material","PM0851","Plumbing Material","2"" M Tee","NOS",false,0.0,12.0,"Approved",
"Material","PM0859","Plumbing Material","8"" U CLAMP","NOS",false,0.0,12.0,"Approved",
"Material","PM0854","Plumbing Material","6"" X 6"" PVC Y","NOS",false,0.0,12.0,"Approved",
"Material","PM0855","Plumbing Material","8"" X 6"" PVC BUSHING","NOS",false,0.0,12.0,"Approved",
"Material","PM0860","Plumbing Material","1/1/4"" CHILLI CLAMP","NOS",false,0.0,12.0,"Approved",
"Material","PM0858","Plumbing Material","8"" PVC END CAP","NOS",false,0.0,12.0,"Approved",
"Material","PM0857","Plumbing Material","8"" PVC TEE","NOS",false,0.0,12.0,"Approved",
"Material","PM0861","Plumbing Material","2.1/2  UPVC PIPE SCH 80","NOS",false,0.0,12.0,"Approved",
"Material","PM0862","Plumbing Material","2.1/2"" UPVC ELBOW","NOS",false,0.0,12.0,"Approved",
"Material","PM0863","Plumbing Material","2.1/2"" UPVC 45 ELBOW","NOS",false,0.0,12.0,"Approved",
"Material","PM0864","Plumbing Material","2"" FLANGE","NOS",false,0.0,12.0,"Approved",
"Material","PM0869","Plumbing Material","1.1/2  1"" Upvc Tee","NOS",false,0.0,12.0,"Approved",
"Material","PM0865","Plumbing Material","2"" GASKET","NOS",false,0.0,12.0,"Approved",
"Material","PM0866","Plumbing Material","5"" X 12 MM BOLT WITH NUT","NOS",false,0.0,12.0,"Approved",
"Material","PM0917","Plumbing Material","1/1.4"" hanging clamp","NOS",false,18.0,6.0,"Approved",
"Material","PM0867","Plumbing Material","2.1/2"" X 2"" UPVC TEE","NOS",false,0.0,12.0,"Approved",
"Material","PM0872","Plumbing Material","4"" Cleanout Pipe","NOS",false,0.0,12.0,"Approved",
"Material","PM0868","Plumbing Material","F Tee 2"" Upvc Tee","NOS",false,0.0,12.0,"Approved",
"Material","PM0870","Plumbing Material","1X1/2"" CHILLI CLAMP","NOS",false,0.0,12.0,"Approved",
"Material","PM0874","Plumbing Material","110 MM ORANGE DRAINAGE PIPE SN4","NOS",false,18.0,14.0,"Approved",
"Material","PM0871","Plumbing Material","6"" Cleanout Pipe","NOS",false,0.0,12.0,"Approved",
"Material","PM0873","Plumbing Material","6""x4"" Red. Plain Tee","NOS",false,0.0,12.0,"Approved",
"Material","PM0875","Plumbing Material","NRV valve 2""","NOS",false,0.0,12.0,"Approved",
"Material","PM0876","Plumbing Material","16 mm * 6"" long bolt with nut","NOS",false,18.0,4.0,"Approved",
"Material","PM0138","Plumbing Material","1/2"" Upvc FABT","NOS",false,0.0,14.0,"Approved",
"Material","PM0774","Plumbing Material","Waste Coupling 3""","Nos",false,0.0,14.0,"Approved",
"Material","PM0165","Plumbing Material","3"" DS Pipe 4'","NOS",false,18.0,14.0,"Approved",
"Material","PM0166","Plumbing Material","3"" DS Pipe 6'","NOS",false,18.0,14.0,"Approved",
"Material","PM0080","Plumbing Material","Upvc 1"" Sch-40 Pipe 10ft","NOS",false,0.0,14.0,"Approved",
"Material","PM0405","Plumbing Material","1"" Baloon Clamp","Nos",false,18.0,5.0,"Approved",
"Material","PM0578","Plumbing Material","SS JALI 6"" X 6""","NOS",false,18.0,14.0,"Approved",
"Material","PM0239","Plumbing Material","1/2"" Upvc Coupler","Nos",false,0.0,14.0,"Approved",
"Material","PM0052","Plumbing Material","1.1/4""x 1/2"" Bushing","NOS",false,18.0,14.0,"Approved",
"Material","PM0576","Plumbing Material","100mm Grey Pipe","Nos",false,18.0,14.0,"Approved",
"Material","PM0113","Plumbing Material","90 Handle Ball Valve 1"" F/F","NOS",false,0.0,14.0,"Approved",
"Material","PM0584","Plumbing Material","NON RETURN VALVE 3""","NOS",false,18.0,14.0,"Approved",
"Material","PM0297","Plumbing Material","1"" Elbow 45","Nos",false,18.0,14.0,"Approved",
"Material","PM0520","Plumbing Material","1"" Flexible Pipe","MTR",false,18.0,14.0,"Approved",
"Material","PM0209","Plumbing Material","SWR 110X4 DS PIPE","NOS",false,18.0,14.0,"Approved",
"Material","PM0360","Plumbing Material","4"" P-TRAP","NOS",false,18.0,14.0,"Approved",
"Material","PM0147","Plumbing Material","2"" Pvc Coupler","NOS",false,0.0,14.0,"Approved",
"Material","PM0614","Plumbing Material","4"" HOSE PIPE CONNECTOR","NOS",false,18.0,14.0,"Approved",
"Material","PM0208","Plumbing Material","SWR 110X10 SS PIPE","NOS",false,0.0,14.0,"Approved",
"Material","PM0146","Plumbing Material","3"" Pvc Coupler","NOS",false,0.0,14.0,"Approved",
"Material","PM0219","Plumbing Material","2HP 3PH Pump","NOS",false,0.0,14.0,"Approved",
"Material","PM0112","Plumbing Material","U Clamp Gi Coted 1""","NOS",false,18.0,5.0,"Approved",
"Material","PM0078","Plumbing Material","Grey Pvc Pipe 2ft Long","NOS",false,0.0,14.0,"Approved",
"Material","PM0043","Plumbing Material","1.1/2""x1.1/4"" Upvc Reduce Tee","NOS",false,0.0,14.0,"Approved",
"Material","PM0799","Plumbing Material","105 Pvc Solution","NOS",false,0.0,10.0,"Approved",
"Material","PM0244","Plumbing Material","1.1/2"" Upvc MABT","Nos",false,18.0,14.0,"Approved",
"Material","PM0232","Plumbing Material","AGRI 110MM ELBOW ( 6 KG )","Nos",false,18.0,14.0,"Approved",
"Material","PM0171","Plumbing Material","4"" Elbow","NOS",false,18.0,14.0,"Approved",
"Material","PM0252","Plumbing Material","2 HP 3PH Monolock Centrifugal Pump","Nos",false,0.0,14.0,"Approved",
"Material","PM0077","Plumbing Material","Grey Pvc 160mm Vent Cowl","NOS",false,18.0,14.0,"Approved",
"Material","PM0218","Plumbing Material","0.5HP 1PH Pressure Pump","NOS",false,0.0,14.0,"Approved",
"Material","PM0145","Plumbing Material","4"" Pvc Coupler","NOS",false,18.0,14.0,"Approved",
"Material","PM0359","Plumbing Material","4"" BEND 45","NOS",false,18.0,14.0,"Approved",
"Material","PM0236","Plumbing Material","1.1/2"" Sch-40 Pipe","Nos",false,0.0,14.0,"Approved",
"Material","PM0230","Plumbing Material","90MM LONG BEND FAB. 6KG","Nos",false,0.0,14.0,"Approved",
"Material","PM0217","Plumbing Material","1000 Ltr Water Tank","NOS",false,0.0,14.0,"Approved",
"Material","PM0076","Plumbing Material","Grey Pvc 160mm Coupler","NOS",false,0.0,14.0,"Approved",
"Material","PM0613","Plumbing Material","4"" GREEN SUCTION PIPE","MTR",false,18.0,14.0,"Approved",
"Material","PM0041","Plumbing Material","1'cpvc Mapt Plastic'","NOS",false,0.0,20.0,"Approved",
"Material","PM0110","Plumbing Material","U Bolt Gi Coated 1.1/4""","NOS",false,0.0,5.0,"Approved",
"Material","PM0281","Plumbing Material","4"" 8 Hole Z patti","Nos",false,18.0,5.0,"Approved",
"Material","PM0144","Plumbing Material","25 x 20mm Red. Bushing","NOS",false,18.0,14.0,"Approved",
"Material","PM0235","Plumbing Material","Flexible Hose - UV & FG for 5000 Ltr","Nos",false,0.0,14.0,"Approved",
"Material","PM0229","Plumbing Material","90 X 6 KG AGRI PIPE ( 6 Mtr )","Nos",false,0.0,14.0,"Approved",
"Material","PM0075","Plumbing Material","Grey Pvc160mm 45 Bend","NOS",false,0.0,14.0,"Approved",
"Material","PM0583","Plumbing Material","2"" X 1/2"" RED TEE","NOS",false,0.0,14.0,"Approved",
"Material","PM0040","Plumbing Material","1'' Upvc Mapt","NOS",false,0.0,14.0,"Approved",
"Material","PM0006","Plumbing Material","10000 Ltr Water Tank","NOS",false,0.0,14.0,"Approved",
"Material","PM0109","Plumbing Material","U Bolt 6"" (Gi Coated)","NOS",false,0.0,5.0,"Approved",
"Material","PM0206","Plumbing Material","SWR 75MM DOOR TEE","NOS",false,18.0,14.0,"Approved",
"Material","PM0243","Plumbing Material","1.1/2"" Upvc Union","Nos",false,18.0,14.0,"Approved",
"Material","PM0347","Plumbing Material","110mm Tee","Nos",false,18.0,14.0,"Approved",
"Material","PM0280","Plumbing Material","4"" 3 Hole Z patti","Nos",false,18.0,5.0,"Approved",
"Material","0003","Plumbing Material","1.1/2"" X 3/4"" Grey PVC Bushing (Flush Style-Push)","NOS",true,18.0,7.0,"Delete",
"Material","PM0097","Plumbing Material","PVC Jali Grey Heavy","NOS",false,0.0,14.0,"Approved",
"Material","PM0234","Plumbing Material","Installation Kit For Sintex 5000 Ltr tank","Nos",false,0.0,14.0,"Approved",
"Material","PM0228","Plumbing Material","PVC Ball Valve 20mm - GS","Nos",false,0.0,14.0,"Approved",
"Material","PM0621","Plumbing Material","6"" Z PATTI (3 HOLE)","Nos",false,18.0,5.0,"Approved",
"Material","PM0622","Plumbing Material","8"" Z PATTI (3 HOLE)","Nos",false,18.0,5.0,"Approved",
"Material","PM0624","Plumbing Material","3/4"" PVC Elbow","Nos",false,18.0,14.0,"Approved",
"Material","PM0625","Plumbing Material","3/4"" Bend 45","Nos",false,18.0,14.0,"Approved",
"Material","PM0623","Plumbing Material","3/4"" Tee","Nos",false,18.0,14.0,"Approved",
"Material","PM0108","Plumbing Material","U Bolt 6"" (Coated)","NOS",false,0.0,5.0,"Approved",
"Material","PM0142","Plumbing Material","20mm Pvc Elbow","NOS",false,0.0,14.0,"Approved",
"Material","PM0005","Plumbing Material","White Champa 8 to 10ft Long","NOS",false,0.0,14.0,"Approved",
"Material","PM0626","Plumbing Material","G.I Puddle Flange","Nos",false,18.0,14.0,"Approved",
"Material","PM0279","Plumbing Material","4"" 10 Hole Z patti","Nos",false,18.0,5.0,"Approved",
"Material","PM0628","Plumbing Material","Water Proofing Chemical URP","Lit",false,18.0,14.0,"Approved",
"Material","PM0635","Plumbing Material","1.1/4"" UPVC FABT","NOS",false,18.0,14.0,"Approved",
"Material","PM0227","Plumbing Material","AGRI 110MM  TEE (6KG)","Nos",false,0.0,14.0,"Approved",
"Material","PM0637","Plumbing Material","1.1/4"" X 2"" UPVC Tee","NOS",false,18.0,14.0,"Approved",
"Material","PM0638","Plumbing Material","2"" UPVC Pipe","NOS",false,18.0,14.0,"Approved",
"Material","PM0639","Plumbing Material","2"" UPVC 45 Elbow","NOS",false,18.0,14.0,"Approved",
"Material","PM0585","Plumbing Material","Upvc 1.1/4"" x 3/4"" Bushing","Nos",false,18.0,14.0,"Approved",
"Material","PM0004","Plumbing Material","White Champa Draght","NOS",false,0.0,14.0,"Approved",
"Material","PM0038","Plumbing Material","1'' Cpvc Coupler","NOS",false,0.0,14.0,"Approved",
"Material","PM0107","Plumbing Material","U Bolt 4"" (Coated)","NOS",false,18.0,5.0,"Approved",
"Material","PM0204","Plumbing Material","SWR 110X75 RED ""Y""","NOS",false,18.0,14.0,"Approved",
"Material","PM0226","Plumbing Material","110 X 6 KG Agri Pipe ( 6 mtr )","Nos",false,0.0,14.0,"Approved",
"Material","PM0641","Plumbing Material","200mm Drainage Pipe (SN8) (3 Mtr)","NOS",false,18.0,14.0,"Approved",
"Material","PM0642","Plumbing Material","200mm Drainage 90d Bend (SN8)","NOS",false,18.0,14.0,"Approved",
"Material","PM0643","Plumbing Material","200mm Drainage 45d Bend (SN8)","NOS",false,18.0,14.0,"Approved",
"Material","PM0644","Plumbing Material","PVC Cement Solution Heavy Duty","NOS",false,18.0,14.0,"Approved",
"Material","PM0072","Plumbing Material","50mm x 6Kgf Fit Pipe  3mtr.","NOS",false,18.0,14.0,"Approved",
"Material","PM0125","Plumbing Material","32mm Pressure Release Valve","NOS",false,18.0,14.0,"Approved",
"Material","PM0037","Plumbing Material","1""x1/2"" Reduce Tee","NOS",false,0.0,14.0,"Approved",
"Material","PM0197","Plumbing Material","20 x 10 kg  Agri Pipe (6mtr)","Nos",false,0.0,14.0,"Approved",
"Material","PM0612","Plumbing Material","4"" CLAMP","NOS",false,0.0,14.0,"Approved",
"Material","PM0187","Plumbing Material","Cpvc 3/4 Step Over Bend","Nos",false,18.0,14.0,"Approved",
"Material","PM0645","Plumbing Material","3"" UPVC PIPE SCH- 80","NOS",false,18.0,14.0,"Approved",
"Material","PM0646","Plumbing Material","DR.FIXIT SBR (20 LTR)","Bucket",false,18.0,14.0,"Approved",
"Material","PM0647","Plumbing Material","2.1/2"" MABT","NOS",false,0.0,14.0,"Approved",
"Material","PM0649","Plumbing Material","110 X 10 SS PIPE SWR (TYPE -A)","NOS",false,18.0,14.0,"Approved",
"Material","PM0650","Plumbing Material","75X6 DS PIPE","NOS",false,18.0,14.0,"Approved",
"Material","PM0582","Plumbing Material","50mm single ""Y""","Nos",false,0.0,14.0,"Approved",
"Material","PM0002","Plumbing Material","Spout Operated B Tap Round Shape","NOS",false,0.0,14.0,"Approved",
"Material","PM0028","Plumbing Material","9'' Rcc Drainage  Pipe","NOS",false,0.0,14.0,"Approved",
"Material","PM0651","Plumbing Material","GI Ball Valve","NOS",false,18.0,14.0,"Approved",
"Material","PM0652","Plumbing Material","6""X6"" Pvc Multi Floor Trap","NOS",false,18.0,14.0,"Approved",
"Material","PM0071","Plumbing Material","50mm Tee 6 Kg","NOS",false,0.0,14.0,"Approved",
"Material","PM0139","Plumbing Material","3/4"" x 1/2"" Upvc Red. Bushing","NOS",false,18.0,14.0,"Approved",
"Material","PM0653","Plumbing Material","Hose Clip","Nos",false,18.0,14.0,"Approved",
"Material","PM0172","Plumbing Material","3"" Elbow","NOS",false,18.0,14.0,"Approved",
"Material","PM0597","Plumbing Material","3"" X 2"" UPVC RED BUSHING","NOS",false,18.0,14.0,"Approved",
"Material","PM0481","Plumbing Material","42mm F.A.B.T","Nos",false,18.0,14.0,"Approved",
"Material","PM0822","Plumbing Material","1-1/2"" X 1-1/2' CHAMBER COVER","NOS",false,0.0,8.0,"Approved",
"Material","PM0468","Plumbing Material","1  wash coupling","Nos",false,0.0,14.0,"Approved",
"Material","PM0325","Plumbing Material","6"" Z PATTI (8 HOLE)","Nos",false,18.0,5.0,"Approved",
"Material","PM0488","Plumbing Material","WATER TANK - 7500 LTR","NOS",false,0.0,7.0,"Approved",
"Material","PM0600","Plumbing Material","50 MM PRESSURE RELEASE VALVE","NOS",false,18.0,14.0,"Approved",
"Material","PM0604","Plumbing Material","6' C - PATTI","NOS",false,18.0,5.0,"Approved",
"Material","PM0589","Plumbing Material","15MM CONNECTION PIPE","NOS",false,0.0,14.0,"Approved",
"Material","PM0490","Plumbing Material","2.1/2"" ELBOW 45","NOS",false,18.0,14.0,"Approved",
"Material","PM0482","Plumbing Material","42mm X 25mm BUSHING","Nos",false,18.0,14.0,"Approved",
"Material","PM0352","Plumbing Material","6""X4' Y - TEE","NOS",false,18.0,14.0,"Approved",
"Material","PM0251","Plumbing Material","2 HP Openwell Pump","Nos",false,0.0,14.0,"Approved",
